,port,mas,mmv
2023/4/12,116.663260620193,63.261822620537735,123.98474525812122
2023/4/13,117.411095666652,63.21648144891732,123.95529127462535
2023/4/14,117.47501483473101,63.306277119881656,123.92386920776592
2023/4/17,119.093837465702,63.285876867175304,123.9000236932885
2023/4/18,119.12728451702301,63.281921027964785,123.9438164758267
2023/4/19,119.24777173009102,63.34877611563755,124.01503180510967
2023/4/20,118.36185953758203,63.41878842502305,123.99415545010025
2023/4/21,117.911198801872,63.43043900659646,124.04738703937011
2023/4/24,117.02925178996401,63.545498605943685,124.07466301102504
2023/4/25,117.49692348708102,63.579067091055734,124.08211361916555
2023/4/26,113.332377142536,63.65526922835585,124.05986216050373
2023/4/27,114.133128976242,63.840937765109295,124.2359410781478
2023/4/28,114.32967854231,63.88832814234105,124.29207980596581
2023/5/4,113.836564426091,64.02426079922851,124.39911464203614
2023/5/5,113.98776389219802,64.23022821591735,124.62006205135091
2023/5/8,113.023455628079,64.06498888396035,124.56043621317382
2023/5/9,112.823480996716,64.09256056335107,124.60542205570997
2023/5/10,113.25177807505099,64.31587673180822,124.76715309344266
2023/5/11,113.26881874090301,64.39128064813193,124.93756325824982
2023/5/12,112.73929082959401,64.2717929309391,124.86735825636455
2023/5/15,112.971455597388,64.03253920312495,124.93672111832392
2023/5/16,112.462292938415,63.91618047731221,124.86908912405237
2023/5/17,112.369352458446,63.8720719562005,124.85730960847197
2023/5/18,111.911267098289,63.9644872646096,124.81822818703952
2023/5/19,112.24094935177001,64.13512005164536,124.90001568829155
2023/5/22,113.79313753969399,64.11735376546709,125.05364056242846
2023/5/23,113.03995797224701,64.29601563581835,125.36058582958766
2023/5/24,112.43399575452202,64.22155433085703,125.28561951981598
2023/5/25,111.97848326880501,64.13639187854889,125.12903104648701
2023/5/26,111.51516510083,64.06632482559039,125.12303247768641
2023/5/29,111.43973716638101,64.22612293070708,125.15009582257679
2023/5/30,111.008803559213,64.22001459479262,125.25202241391602
2023/5/31,109.58612030825101,64.21061378380959,125.31530325120097
2023/6/1,109.97231657898399,64.30648853619645,125.41907147921903
2023/6/2,111.20854723735201,64.18998959780673,125.25234191353697
2023/6/5,110.82877647138899,64.21887548670476,125.37517825031676
2023/6/6,110.851178652438,64.27706320043782,125.42032911763066
2023/6/7,110.02665961807301,64.33243101127458,125.53802667906889
2023/6/8,110.58900671107699,64.32176236045323,125.48118586687954
2023/6/9,110.696385523314,64.51700775088122,125.5559323062255
2023/6/12,111.67954382311498,64.5397551563156,125.62665360335495
2023/6/13,112.074010737513,64.76424737269687,125.76698701482114
2023/6/14,113.03663957455102,64.79141971853332,125.85723243870805
2023/6/15,114.26757826695601,64.50118804602268,125.52953501129652
2023/6/16,115.669536898458,64.35544787992856,125.26512659054023
2023/6/19,113.823875591769,64.39267574976552,125.30001359704745
2023/6/20,113.759057906172,64.3953293080633,125.32464354284114
2023/6/21,113.436946392566,64.5528388862571,125.45309575804
2023/6/26,112.512729653483,64.57066457950722,125.52613039673376
2023/6/27,112.49097877171599,64.4691415004124,125.45440004757015
2023/6/28,113.144315342342,64.54530206740473,125.47570191312803
2023/6/29,112.57969513857901,64.56790420661395,125.44247399537714
2023/6/30,112.116602025709,64.75082420789013,125.61437152265945
2023/7/3,113.264982587815,64.7194349965337,125.67337362103198
2023/7/4,113.498514021018,64.70848576353566,125.65250151573065
2023/7/5,112.922157469805,64.71058655514469,125.83147015084116
2023/7/6,112.43574333202801,64.7762537753225,125.87099463070045
2023/7/7,111.940495710606,64.84610265387421,125.8823736844538
2023/7/10,112.547436092829,64.88617792375115,125.87634872339324
2023/7/11,112.927409738275,64.95540695142256,125.89273359504386
2023/7/12,112.879977795944,64.84496059010463,125.88856011326553
2023/7/13,113.83063644682599,64.8280095121633,125.8748440080113
2023/7/14,114.23992437081101,64.79268446114476,125.8348712512091
2023/7/17,113.43920704022001,64.9087415819373,125.92146952251291
2023/7/18,113.22470792521801,64.92622061376245,125.99976248211097
2023/7/19,113.06275207468002,64.93342636283901,126.03206574378073
2023/7/20,113.172334331895,65.01686313482243,126.0280464139767
2023/7/21,114.87063596776,65.19784455772009,126.15490515444428
2023/7/24,114.80492448573,65.2471780975601,126.18819268570087
2023/7/25,116.673626513463,64.70574962709776,125.877760745188
2023/7/26,116.718258764815,64.77910295002422,125.90025099225502
2023/7/27,117.14615970559402,64.94297850054123,126.00655220998455
2023/7/28,119.167894843761,64.74600903457141,125.92468868849004
2023/7/31,118.82949486405,64.66483748068602,125.81279331574561
2023/8/1,119.13334799355302,64.84019336909735,125.90184712581147
2023/8/2,118.926645769543,64.9499046786489,125.90633508469656
2023/8/3,118.980395112755,64.95560370194043,125.96278436824187
2023/8/4,119.75423448224801,65.04099194959309,126.00616769104516
2023/8/7,119.55575270799702,65.04388953757216,126.05879599313519
2023/8/8,119.62872567561601,65.03329071372687,126.0840787981694
2023/8/9,119.624578748495,65.06467395286847,126.10731723887164
2023/8/10,119.10181801324002,65.04412854053928,126.05914425359464
2023/8/11,117.52741739918801,65.08856467279551,126.090960188504
2023/8/14,116.301554143599,65.18161599512338,126.15192816035592
2023/8/15,116.82126901843,65.50665215873143,126.41285738620556
2023/8/16,117.069871324996,65.5349229935852,126.47941471124919
2023/8/17,117.353347354069,65.39025251911049,126.44012343765392
2023/8/18,116.59667142651199,65.54992861376931,126.50212475679554
2023/8/21,116.373851532479,65.96203489530735,126.61459513096443
2023/8/22,116.24211952791401,65.92464009964993,126.5448388627323
2023/8/23,115.658648381917,65.98997002030616,126.53006435764956
2023/8/24,117.18694255453099,66.07246010333556,126.50191307539309
2023/8/25,117.347503498863,65.94805891018466,126.4411540619141
2023/8/28,117.725242468212,65.85013527866012,126.2866187677795
2023/8/29,118.57185171705501,65.8151475418015,126.13543305218784
2023/8/30,118.781396863039,65.88465140106325,126.37578643600234
2023/8/31,118.51004695658199,65.95655414327106,126.3995631131986
2023/9/1,118.471315047252,65.69681934697276,126.26567335927311
2023/9/4,118.88510672495701,65.39450074556645,125.96292703771854
2023/9/5,118.59006821731701,65.4152157299968,126.05223292638614
2023/9/6,118.53456949785001,65.3074705242974,125.95618160140599
2023/9/7,117.34192731384903,65.20675916690249,125.79998712338926
2023/9/8,116.648895437429,65.29679999163021,125.89965557057283
2023/9/11,116.68727509563502,65.2286629552146,125.9007370490574
2023/9/12,116.50250908621601,65.25146647913886,125.92177759085283
2023/9/13,116.50955224312801,65.3815307113063,126.0482317525389
2023/9/14,116.56007783468,65.59389337646068,126.11240543691908
2023/9/15,115.044303838839,65.46066529677839,126.04788806431286
2023/9/18,116.53274226970001,65.16260223358975,125.9133398182826
2023/9/19,116.398820706751,65.1503494204381,125.89880970232589
2023/9/20,116.16334720295401,65.04719754713996,125.84843495175824
2023/9/21,115.28965073148402,65.17143233817742,125.93876379241166
2023/9/22,117.139807390446,65.08797851935758,125.85181208647288
2023/9/25,116.298003427885,64.73790412565062,125.8246149823039
2023/9/26,115.443891950397,64.50525125933812,125.68115903790115
2023/9/27,115.354636636543,64.5016328997053,125.39680281736123
2023/9/28,115.102062934943,64.87600441554977,125.9467543080165
2023/10/9,114.149462781481,64.85181843068919,126.0504913978076
2023/10/10,113.757314594978,64.64937094151934,125.95981142369772
2023/10/11,114.015383769448,64.49009137386285,125.73140245286574
2023/10/12,114.312432565188,64.49572113643313,125.71505327221728
2023/10/13,113.11658955006601,64.68420269672919,125.81703600222902
2023/10/16,112.18472432012801,64.67991804842697,125.82865016377426
2023/10/17,112.03975420513001,64.57003529098087,125.76764562597711
2023/10/18,112.108470742925,64.55493907197402,125.74323720348939
2023/10/19,108.683889015885,64.47800956537753,125.51678739064941
2023/10/20,109.196801478221,64.56534852097892,125.61355124029276
2023/10/23,109.16020494380601,64.71201696706322,125.72639877227205
2023/10/24,108.95615923653699,64.51439440780466,125.6688531167978
2023/10/25,110.129614516054,64.50483818431118,125.8158166141951
2023/10/26,110.022379383187,64.50046318512163,125.96528895702151
2023/10/27,110.45667113948201,64.53909032259264,125.91115551169682
2023/10/30,110.761624258723,64.5554846033467,126.08018262777817
2023/10/31,110.858488475965,64.66289758627279,126.11795687215896
2023/11/1,114.187549736477,64.73785657733771,126.14377870689222
2023/11/2,114.16195385486601,64.9121025867104,126.23624949423473
2023/11/3,115.375268902241,65.033582399561,126.22938037580177
2023/11/6,115.68804629791802,64.99331122281646,126.19746483372707
2023/11/7,114.762572983313,64.89327749470525,126.22938522189646
2023/11/8,115.087713735432,64.96828244102255,126.2412787865644
2023/11/9,114.90403970410901,64.96550267780025,126.24754019137107
2023/11/10,114.19258139340201,65.00320237475276,126.25137236400104
2023/11/13,113.848762826575,65.12820257638283,126.40194508712268
2023/11/14,113.688052605142,65.00977278341611,126.39151505080405
2023/11/15,113.98383525424401,65.03310045704858,126.3899040475426
2023/11/16,113.46748437675001,65.11654270661356,126.46016042671549
2023/11/17,113.271770124474,65.17922859089288,126.47181038126952
2023/11/20,113.533876925063,65.12434170022013,126.40486731193648
2023/11/21,114.43173240604901,65.09357098851267,126.3466317648489
2023/11/22,113.958936097002,65.0283133252463,126.20045151030804
2023/11/23,114.089276093808,64.93145942679311,126.04405288379505
2023/11/24,113.71976000647501,64.92958546006324,126.13419816450424
2023/11/27,113.08755721335899,64.88015644600124,126.1146347141233
2023/11/28,113.403744999596,65.00898191228819,126.1037232481504
2023/11/29,113.393068639261,64.97899639111631,126.0566342531826
2023/11/30,114.03802288281099,65.10823763497164,126.14624657979277
2023/12/1,113.02562913088701,65.16407547429792,126.24053938899937
2023/12/4,112.51845397606701,65.11024665988496,126.14946707409133
2023/12/5,111.002951451214,65.14125387418969,126.13278069883245
2023/12/6,110.87741016610701,65.10029119347197,126.11634826554784
2023/12/7,110.85614915882101,65.14791856889387,126.18420943310912
2023/12/8,111.00869836366701,65.19465099754295,126.2471142148302
2023/12/11,110.987849392002,65.32736648619172,126.4246719318551
2023/12/12,111.385182252964,65.379590733527,126.4130415051435
2023/12/13,109.638918844349,65.49669752794698,126.58391030349814
2023/12/14,108.79807095043101,65.60148789351646,126.46562542202302
2023/12/15,109.18672834809901,65.78336844883432,126.57654980465017
2023/12/18,109.62034403500999,65.93567463433529,126.67661112950907
2023/12/19,110.15167388563799,65.95938598771349,126.66466471978916
2023/12/20,109.319577798639,66.0531380037539,126.57673897409049
2023/12/21,110.376662210223,66.37558164859674,126.62483794732064
2023/12/22,110.58606836649301,66.57947489391765,126.7939351113658
2023/12/25,110.843398546819,66.89532011987664,126.89715658526758
2023/12/26,110.40447565774201,66.42368297994742,126.99350826024305
2023/12/27,110.195971016932,66.32550528585864,127.11605420099987
2023/12/28,112.458692117899,66.33081546992648,127.23367631406654
2023/12/29,112.54749421770501,66.35534676770959,127.34667116135788
